EVOLUTION|INITIALPOP TIME|SELECTION TIME|CROSSOVER TIME|LOCALSEARCH TIME
312|1.067808|0.303552|4.175808|2.621408
313|1.067808|0.298496|4.180320|2.618752
314|1.067808|0.300352|4.297088|2.619040
315|1.067808|0.301504|4.199392|2.657600
316|1.067808|0.294432|4.143392|2.621824
317|1.067808|0.302240|4.159008|2.591232
318|1.067808|0.301536|4.174400|2.644352
319|1.067808|0.300032|4.186496|2.556928
320|1.067808|0.298656|4.313312|2.573760
321|1.067808|0.300256|4.103072|2.647008
322|1.067808|0.300256|4.121888|2.596320
323|1.067808|0.299296|4.183712|2.612064
324|1.067808|0.302720|4.325600|2.623616
325|1.067808|0.297504|4.202848|2.631744
326|1.067808|0.300032|4.064224|2.632352
327|1.067808|0.301152|4.140992|2.656352
328|1.067808|0.302400|4.176640|2.618368
329|1.067808|0.301088|4.329792|2.675040
330|1.067808|0.302336|4.385280|2.656192
331|1.067808|0.301696|4.008576|2.645344
332|1.067808|0.302816|4.157216|2.607968
333|1.067808|0.303840|4.205504|2.676608
334|1.067808|0.300192|4.196960|2.639840
335|1.067808|0.295648|4.685856|2.617856
336|1.067808|0.305504|4.149088|2.614112
337|1.067808|0.301152|4.184352|2.604704
338|1.067808|0.300096|4.117536|2.610464
339|1.067808|0.304384|4.106048|2.578272
340|1.067808|0.302784|5.407680|2.740352
341|1.067808|0.297824|4.242944|2.608960
342|1.067808|0.301888|4.174368|2.630656
343|1.067808|0.294784|4.181120|2.697312
344|1.067808|0.301504|4.229632|2.623520
345|1.067808|0.302464|4.142112|2.648320
346|1.067808|0.297504|4.237664|2.616768
347|1.067808|0.301408|4.195328|2.654432
348|1.067808|0.299616|4.122528|2.604736
349|1.067808|0.301344|4.155424|2.637568
350|1.067808|0.301120|4.073408|2.628256
351|1.067808|0.301248|4.228672|2.643104
352|1.067808|0.303296|4.229664|2.630016
353|1.067808|0.299232|4.148480|2.604448
354|1.067808|0.300288|4.108512|2.571840
355|1.067808|0.302080|4.059296|2.614112
356|1.067808|0.302592|4.845952|2.648512
357|1.067808|0.297568|4.164864|2.629856
358|1.067808|0.298848|5.393984|2.773856
359|1.067808|0.302816|5.051584|2.798816
360|1.067808|0.299520|4.170784|2.597248
361|1.067808|0.301760|4.243776|2.582624
362|1.067808|0.304896|4.317664|2.621856
363|1.067808|0.301216|4.230016|2.737792
364|1.067808|0.300992|4.328544|2.712672
365|1.067808|0.300704|4.142048|2.590688
366|1.067808|0.303072|4.243200|2.756768
367|1.067808|0.298656|4.111328|2.737536
368|1.067808|0.297184|4.079968|2.693664
369|1.067808|0.305760|4.294912|2.653856
370|1.067808|0.299488|4.157856|2.608256
371|1.067808|0.294880|4.121056|2.684256
372|1.067808|0.297504|4.380576|2.712992
373|1.067808|0.297216|4.288000|2.566208
374|1.067808|0.298432|4.134048|2.631360
375|1.067808|0.297312|4.074816|2.651456
376|1.067808|0.299968|4.131968|2.627136
377|1.067808|0.296576|4.139456|2.653536
378|1.067808|0.295008|4.172352|2.603328
379|1.067808|0.300320|4.077920|2.644832
380|1.067808|0.298144|4.107264|2.632640
381|1.067808|0.295168|3.994496|2.593568
382|1.067808|0.294592|4.145952|2.579040
383|1.067808|0.296096|4.020064|2.574912
384|1.067808|0.304576|4.010656|2.598720
385|1.067808|0.298752|3.990368|2.616640
386|1.067808|0.299264|4.108352|2.601472
387|1.067808|0.299168|4.176448|2.698464
388|1.067808|0.298112|4.074336|2.613440
389|1.067808|0.297504|4.053696|2.600352
390|1.067808|0.299328|4.166112|2.650400
391|1.067808|0.294880|4.067680|2.609056
392|1.067808|0.294976|4.182464|2.582752
393|1.067808|0.300672|4.118304|2.575744
394|1.067808|0.298912|4.196800|2.676192
395|1.067808|0.295104|4.181600|2.648736
396|1.067808|0.295712|4.132352|2.653504
397|1.067808|0.297888|4.190528|2.566624
398|1.067808|0.301120|4.077984|2.694976
399|1.067808|0.300960|4.084160|2.559360
400|1.067808|0.299456|4.046816|2.577376
401|1.067808|0.297056|4.091488|2.673536
402|1.067808|0.300000|4.099680|2.688960
403|1.067808|0.301152|4.142144|2.616288
404|1.067808|0.299008|4.284064|2.663200
405|1.067808|0.301440|4.243840|2.634592
406|1.067808|0.297312|4.146976|2.599200
407|1.067808|0.299392|4.022176|2.612160
408|1.067808|0.298304|4.074496|2.619744
409|1.067808|0.301920|4.055648|2.701408
410|1.067808|0.309824|4.320800|2.665632
411|1.067808|0.299680|4.262656|2.577312
412|1.067808|0.298112|4.031040|2.656544
413|1.067808|0.297536|4.060896|2.574816
414|1.067808|0.295648|4.200960|2.599904
415|1.067808|0.298848|4.228864|2.671680
416|1.067808|0.301056|4.155200|2.687776
417|1.067808|0.300160|4.117760|2.686880
418|1.067808|0.300384|4.192192|2.584992
419|1.067808|0.300160|4.049376|2.700448
420|1.067808|0.296448|4.046560|2.550976
421|1.067808|0.299872|4.102464|2.629056
422|1.067808|0.295904|3.986496|2.614304
423|1.067808|0.301472|4.140544|2.583104
424|1.067808|0.300928|4.111200|2.688960
425|1.067808|0.299296|4.127392|2.565376
426|1.067808|0.302912|4.208672|2.604992
427|1.067808|0.302528|4.151744|2.554176
428|1.067808|0.302368|4.104480|2.650976
429|1.067808|0.299936|4.175488|2.596096
430|1.067808|0.301184|4.044416|2.659040
431|1.067808|0.300160|4.151968|2.596928
432|1.067808|0.300416|3.905440|2.592832
433|1.067808|1.954784|32.618721|16.561119
434|1.067808|1.990560|32.601921|16.780479
435|1.067808|1.993280|31.962879|17.007711
436|1.067808|1.933952|30.813120|17.045055
437|1.067808|1.975712|14.090848|2.921760
438|1.067808|0.333632|4.743936|2.859840
439|1.067808|0.333408|4.827744|2.951616
440|1.067808|0.337184|4.740960|2.899136
441|1.067808|0.337344|4.587808|2.888640
442|1.067808|0.340512|5.367936|2.879616
443|1.067808|0.344128|4.772960|2.884224
444|1.067808|0.336544|4.728640|2.909760
445|1.067808|0.333824|5.043488|2.952928
446|1.067808|0.338560|4.570336|2.927296
447|1.067808|0.334112|4.656032|2.966560
448|1.067808|0.332512|4.688768|2.890112
449|1.067808|0.339104|4.553984|2.915296
450|1.067808|0.333856|4.573632|2.796608
451|1.067808|0.343520|4.529920|2.905024
452|1.067808|0.335776|5.199872|2.870624
453|1.067808|0.337216|4.526464|2.747776
454|1.067808|0.306816|4.215488|2.743296
455|1.067808|0.307744|4.186176|2.677152
456|1.067808|0.307744|4.251968|2.693792
457|1.067808|0.305024|4.142880|2.612384
458|1.067808|0.306528|4.595616|2.689632
459|1.067808|0.307744|4.293920|2.686176
460|1.067808|0.313888|4.151296|2.750112
461|1.067808|0.306272|4.202592|2.667808
462|1.067808|0.304512|4.222880|2.661216
463|1.067808|0.306624|4.320288|2.784672
464|1.067808|0.308928|4.160896|2.792480
465|1.067808|0.303488|4.259040|2.712480
466|1.067808|0.308640|4.209024|2.744704
467|1.067808|0.304064|4.315712|2.669760
468|1.067808|0.310464|4.649440|2.705312
469|1.067808|0.303744|4.342080|2.611872
470|1.067808|0.304064|4.087936|2.718816
471|1.067808|0.310112|4.432704|2.625952
472|1.067808|0.307104|4.454464|2.639776
473|1.067808|0.302880|4.248640|2.672448
474|1.067808|0.300672|4.438848|2.633984
475|1.067808|0.294912|4.568096|2.579488
476|1.067808|0.304896|4.345888|2.641664
477|1.067808|0.299744|4.184032|2.699104
478|1.067808|0.297216|4.253536|2.634528
479|1.067808|0.302944|4.260352|2.671680
480|1.067808|0.303968|4.447456|2.592928
481|1.067808|0.299840|4.156512|2.643296
482|1.067808|0.295712|4.294624|2.615584
483|1.067808|0.298752|4.135616|2.662912
484|1.067808|0.301792|4.242624|2.633344
485|1.067808|0.301952|4.192864|2.629504
486|1.067808|0.298400|4.097760|2.653312
487|1.067808|0.299904|4.339872|2.551712
488|1.067808|0.300224|4.337856|2.667680
489|1.067808|0.297440|4.310016|2.592832
490|1.067808|0.301536|4.842784|2.593216
491|1.067808|0.296512|4.712640|2.566432
492|1.067808|0.301312|4.428576|2.644128
493|1.067808|0.297504|4.887008|2.721696
494|1.067808|0.296608|5.099776|2.691936
495|1.067808|0.295296|4.231584|2.614752
496|1.067808|0.303840|4.379648|2.674784
497|1.067808|0.297472|4.568448|2.645088
498|1.067808|0.297504|4.689568|2.658880
499|1.067808|0.300576|4.785888|2.697728
500|1.067808|0.300352|4.475936|2.571360
501|1.067808|0.296064|4.389344|2.676640
502|1.067808|0.296032|4.296672|2.666496
503|1.067808|0.300000|4.289088|2.610304
504|1.067808|0.297536|5.074912|2.628576
505|1.067808|0.299264|4.000224|2.677312
506|1.067808|0.301344|4.762848|2.645024
507|1.067808|0.298080|4.796640|2.691040
508|1.067808|0.298016|4.488288|2.656096
509|1.067808|0.300288|4.596576|2.657184
510|1.067808|0.299968|4.246368|2.665024
511|1.067808|0.299776|4.908704|2.674528
512|1.067808|0.297184|4.674240|2.656096
513|1.067808|0.299648|4.669632|2.651776
514|1.067808|0.301152|4.596192|2.777600
515|1.067808|0.299936|4.884096|2.705312
516|1.067808|0.298688|4.837376|2.748064
517|1.067808|0.299648|4.380416|2.602400
518|1.067808|0.302432|4.726400|2.704928
519|1.067808|0.298816|4.452672|2.703200
520|1.067808|0.300160|4.399776|2.542944
521|1.067808|0.298560|4.891712|2.611616
522|1.067808|0.302784|4.669856|2.607456
523|1.067808|0.298912|5.216416|2.607424
524|1.067808|0.301120|4.813472|2.620640
525|1.067808|0.297280|4.777056|2.593696
526|1.067808|0.301312|4.798528|2.649152
527|1.067808|0.300896|5.134720|2.640160
528|1.067808|0.298880|4.889696|2.635616
529|1.067808|0.296288|5.287808|2.618432
530|1.067808|0.298848|5.102912|2.621216
531|1.067808|0.297408|4.377152|2.550464
532|1.067808|0.300544|4.897408|2.664576
533|1.067808|0.300160|5.068064|2.626112
534|1.067808|0.302432|4.392448|2.636288
535|1.067808|0.298304|5.038688|2.643328
536|1.067808|0.304128|5.043648|2.637504
537|1.067808|0.297472|4.407648|2.687744
538|1.067808|0.296096|4.869024|2.721696
539|1.067808|0.297952|4.856896|2.570304
540|1.067808|0.298240|5.018464|2.694976
541|1.067808|0.300736|4.615424|2.571296
542|1.067808|0.297536|4.911648|2.524160
543|1.067808|0.299392|4.461024|2.654400
544|1.067808|0.296672|4.821120|2.644864
545|1.067808|0.294400|4.111456|2.590240
546|1.067808|0.296352|4.813792|2.740608
547|1.067808|0.297952|4.402624|2.628320
548|1.067808|0.301120|4.936128|2.708224
549|1.067808|0.296768|4.505760|2.705056
550|1.067808|0.300096|4.612416|2.755232
551|1.067808|0.298496|4.429632|2.643904
552|1.067808|0.297248|4.869216|2.663264
553|1.067808|0.295904|4.757696|2.638816
554|1.067808|0.299648|4.959616|2.674848
555|1.067808|0.298848|4.912192|2.621536
556|1.067808|0.300352|4.757216|2.608320
557|1.067808|0.301248|5.042624|2.639584
558|1.067808|0.299200|4.784896|2.680768
559|1.067808|0.297024|4.961504|2.566496
560|1.067808|0.295680|4.837952|2.628160
561|1.067808|0.302336|5.182304|2.758144
562|1.067808|0.296608|4.826560|2.659680
563|1.067808|0.302176|5.072448|2.700448
564|1.067808|0.298400|4.985600|2.691648
565|1.067808|0.305856|4.942112|2.657088
566|1.067808|0.300512|4.331040|2.666784
567|1.067808|0.296576|4.872800|2.603520
568|1.067808|0.299744|5.043968|2.642976
569|1.067808|0.297440|4.492416|2.672000
570|1.067808|0.298912|4.785408|2.624512
571|1.067808|0.298944|4.276352|2.643520
572|1.067808|0.303232|4.912256|2.687904
573|1.067808|0.302720|4.659936|2.640192
574|1.067808|0.303328|4.856032|2.632896
575|1.067808|0.299232|4.953152|2.630656
576|1.067808|0.297472|4.808960|2.666016
577|1.067808|0.301024|4.793856|2.628320
578|1.067808|0.298688|4.539392|2.652672
579|1.067808|0.296288|4.558336|2.623232
580|1.067808|0.296352|5.108480|2.726976
581|1.067808|0.300384|5.166816|2.605568
582|1.067808|0.297056|4.903584|2.633984
583|1.067808|0.295360|4.839552|2.688960
584|1.067808|0.302912|5.053536|2.759968
585|1.067808|0.300096|4.635840|2.590656
586|1.067808|0.296480|4.158560|2.754848
587|1.067808|0.297312|4.416672|2.561504
588|1.067808|0.301440|4.812640|2.678752
589|1.067808|0.297408|4.587392|2.609376
590|1.067808|0.301504|4.884288|2.624640
591|1.067808|0.297056|4.657088|2.625248
592|1.067808|0.299616|4.887200|2.578816
593|1.067808|0.296000|5.027488|2.660512
594|1.067808|0.307360|5.053632|2.616032
595|1.067808|0.298080|4.628928|2.688928
596|1.067808|0.303840|5.200096|2.570720
597|1.067808|0.297312|4.696352|2.569984
598|1.067808|0.296160|4.207072|2.649088
599|1.067808|0.301344|5.245376|2.700608
600|1.067808|0.299616|4.937792|2.621920
601|1.067808|0.298144|4.624352|2.598272
602|1.067808|0.300000|4.723840|2.598048
603|1.067808|0.300160|5.093216|2.595072
604|1.067808|0.302272|4.909696|2.674592
605|1.067808|0.298784|4.900864|2.700256
606|1.067808|0.299552|4.738048|2.673728
607|1.067808|0.299744|4.704864|2.559552
608|1.067808|0.302752|4.796864|2.645920
609|1.067808|0.295552|4.877504|2.728992
610|1.067808|0.299424|4.699232|2.652384
611|1.067808|0.297344|4.725248|2.618912
612|1.067808|0.304288|4.697952|2.593696
613|1.067808|0.301344|4.985024|2.642848
614|1.067808|0.302016|4.819776|2.593952
615|1.067808|0.298784|4.631840|2.668928
616|1.067808|0.302368|5.038880|2.646560
617|1.067808|0.295104|3.981536|2.633760
618|1.067808|0.295616|4.713120|2.660608
619|1.067808|0.305088|4.995296|2.645952
620|1.067808|0.297472|4.100256|2.607424
621|1.067808|0.305312|4.820512|2.606176
622|1.067808|0.301376|4.842400|2.666816
623|1.067808|0.300704|4.708288|2.656736
624|1.067808|0.294944|4.707712|2.653248
625|1.067808|0.301472|5.229792|2.647776
626|1.067808|0.300096|4.588640|2.633056
627|1.067808|0.297440|4.154848|2.645920
628|1.067808|0.305152|4.784672|2.680512
629|1.067808|0.297536|4.093504|2.597920
630|1.067808|0.301824|4.755424|2.646784
631|1.067808|0.294048|4.086592|2.607040
